participant_id repetition n_correct n_responses p_correct
300 1 2 9 0.2222222222222222
300 2 3 9 0.3333333333333333
300 3 5 9 0.5555555555555556
300 4 6 9 0.6666666666666666
300 5 4 9 0.4444444444444444
300 6 4 9 0.4444444444444444
300 7 3 9 0.3333333333333333
300 8 5 9 0.5555555555555556
300 9 2 9 0.2222222222222222
300 10 4 9 0.4444444444444444
300 11 5 9 0.5555555555555556
300 12 6 9 0.6666666666666666
300 13 4 9 0.4444444444444444
300 14 6 9 0.6666666666666666
300 15 4 9 0.4444444444444444
300 16 2 9 0.2222222222222222
300 17 6 9 0.6666666666666666
300 18 7 9 0.7777777777777778
300 19 7 9 0.7777777777777778
300 20 9 9 1
304 1 5 9 0.5555555555555556
304 2 8 9 0.8888888888888888
304 3 7 9 0.7777777777777778
304 4 5 9 0.5555555555555556
304 5 7 9 0.7777777777777778
304 6 5 9 0.5555555555555556
304 7 4 9 0.4444444444444444
304 8 6 9 0.6666666666666666
304 9 5 9 0.5555555555555556
304 10 6 9 0.6666666666666666
304 11 6 9 0.6666666666666666
304 12 5 9 0.5555555555555556
304 13 7 9 0.7777777777777778
304 14 6 9 0.6666666666666666
304 15 4 9 0.4444444444444444
304 16 6 9 0.6666666666666666
304 17 6 9 0.6666666666666666
304 18 6 9 0.6666666666666666
304 19 7 9 0.7777777777777778
304 20 6 9 0.6666666666666666
